id,question,question_concept,choices,answerKey
95acebea992a26c3a7c3bfb45845fa83,"If a reception is held with hotel guests walking by, what is the likely venue?",reception,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['room service', 'church basement', 'lobby', 'large room',
       'country club'], dtype=object)}",C
0b52cc905fff0ca69a45e6353d10e401,Where would you put a dollar if you want to go to a store and buy something with it?,dollar,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cash drawer', 'teh bank', 'safety deposit box', 'pocket',
       'piggy bank'], dtype=object)}",D
061f326d2a87a10da6316b55bd5522bd,John bought a new water hose.  But he found his old one near his car.  Where did he find the old one?,hose,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['garden shed', 'hardware store', 'greenhouse', 'garage',
       'in a van'], dtype=object)}",D
bc08c354e5bead6863ea4a29cb8fa359,What kind of tale might feature a talking weasel?,weasel,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['mulberry bush', 'animated film', 'chicken coop', 'history book',
       ""children's story""], dtype=object)}",E
001cb999a61a5c8b4031ff53cf261714,"John needed a straight wire.  Unfortunately, this one had endured some abuse and had become what?",straight,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bent', 'bent', 'crooked', 'straightforth', 'curved'], dtype=object)}",A
a2e0f6b5651e5271fcff8d6f5c9adfee,"A person with digestion issues eats a meat-filled breakfast, what does he feel?",eating breakfast,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['heartburn', 'overeating', 'happiness', 'being satisfied',
       'gain energy'], dtype=object)}",A
3df1b88da6a90c9526be2c8a6cc736dc,Billy saw a dog running from him and did his best to get away from it.  The leaped up to where the dog couldn't reach and was stuck.  Where might he have been trapped?,dog,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['kennel', 'table', 'porch', 'backyard', 'park'], dtype=object)}",B
a478e8b7c049781574f7fbb11ba1eec0,Where is the sky most beautiful?,sky,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['planetarium', 'outdoors', 'atmosphere', 'night', 'photo'],
      dtype=object)}",B
2ec7f8fe7948f9997e73f9bff7ba6e05,What do most companies not want to have relative to demand?,want,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['oversupply', 'plentitude', 'stockpile', 'superabundance', 'busy'],
      dtype=object)}",A
e89a2762d578cb7bc2cc0a5b2a16d933,What kind of feelings does buying presents for others create?,buy presents for others,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['tears', 'please', 'like', 'thank', 'make happy'], dtype=object)}",E
a585df0818180ce3c06f963a4c3c810a,"If someone mean wanted to insult somebody by calling them a fruit, where is probably not the smartest place to do it?",fruit,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['gay bar', 'market', 'grocery store', 'refrigerator', 'container'],
      dtype=object)}",A
f20d40bc4af588223e880e0bb58b27b8,What is the primary purpose of cars?,cars,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cost money', 'slow down', 'move people', 'turn right',
       'get girls'], dtype=object)}",C
8ae24d3ff199077a59e0d970feb665b7,"A car was hailed to chauffeur someone to the opera house, where was it heading?",car,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['go downtown', 'appear suddenly', 'go fast', 'bottom out', 'east'],
      dtype=object)}",A
57a343d72031b668e5eb91868420e915,Where would you get a shower curtain if you do not have one?,shower curtain,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['department store', 'restaurant', 'hotel', 'dime store', 'bathtub'],
      dtype=object)}",A
0f4159e80f8dbf682819215bbf0f5b5a_1,"If you're remembering something, it's because of your what of it to begin with?",remembering,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['knowledge', 'knowing', 'forgetful', 'pleasure', 'depression'],
      dtype=object)}",B
d867f76d000bdb59b9b4cb982bd7f0a0,Joe was thrown from his boat into the water. The water was cold because it was the middle of winter and he cried out to his crew for help. They couldn't hear him over the sound of the what?,water,"{
""label"": [
""A"",
""B"",
""C"",
""D"",
""E""
],
""text"": [
""surface of earth"",
""teardrops"",
""snowflake"",
""typhoon"",
""motor""
]
}",D
41bab71fea3fa04e5a4e10a2f86996df,"The architect thought that a mezzanine would look good, but the planning committee rejected it. They told the architect that they felt it was a potential hazard given the ages of the people who would be using it. What might they be designing?",mezzanine,"{
""label"": [
""A"",
""B"",
""C"",
""D"",
""E""
],
""text"": [
""actors"",
""theater"",
""concert hall"",
""floors"",
""school""
]
}",E
5efadabaf61b5174916e3ab659bcd283,"Danny found that the carpet did not ,match the drapes, which was disappointing, because this place was expensive. But it was the only place in town that wasn't booked solid for the week and he needed it while he was in town, so he couldn't complain. Where might this place be?",carpet,"{
""label"": [
""A"",
""B"",
""C"",
""D"",
""E""
],
""text"": [
""brothel"",
""restaurant"",
""building"",
""bowling alley"",
""at hotel""
]
}",E
